name,color,age,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,missing_date
Dylan,white,11,Female,China,6,5,3,5,4,6,651-8470331,09/22/2014
Amaro,white,7,Female,USA,1,1,7,6,1,6,651-3125237,11/09/2015
Nibbles,black,8,Female,Thailand,2,2,5,4,1,2,651-8212140,04/28/2016
Cerin,white,4,Female,France,4,4,6,6,1,7,651-7584118,08/13/2017
Sandy Claws,peaches and cream,9,Male,Germany,1,1,5,6,1,1,651-9009264,04/05/2018
Candy,brown,8,Male,Peru,2,6,4,4,4,5,651-6751590,08/21/2015
Judy,grey and brown,13,Male,New Zealand,6,2,3,7,2,1,651-7557315,04/26/2018
Baldwin,orange,1,Male,France,3,1,6,6,5,6,651-2356219,11/01/2020
Penny,peaches and cream,8,Male,Thailand,4,1,5,7,4,5,651-6886311,03/21/2017
Sushi,orange,7,Male,Germany,1,1,7,7,1,3,651-6198415,02/09/2015
Clyde,peaches and cream,11,Female,France,5,5,4,5,4,7,651-8251136,01/18/2018
Mungo,tabby,5,Male,France,5,3,5,5,5,5,651-3492912,01/09/2018
Utopia,white,7,Male,France,2,6,2,2,7,1,651-5761482,08/03/2017
Luke Skywhisker,orange,12,Female,Thailand,2,3,4,7,1,5,651-4188413,10/22/2013
Tiggy,black,7,Female,Germany,1,5,3,2,1,5,651-5495742,09/09/2017
Alice,tabby,5,Female,Australia,3,3,2,6,3,5,651-2686807,08/01/2017
Veruca,orange,5,Male,USA,1,1,2,6,6,4,651-6356079,04/28/2017
Elle Mcphupup,black,13,Female,USA,1,1,7,7,1,1,651-3737541,11/14/2020
Horatio,grey and black,8,Male,UK,5,3,5,2,2,2,651-8776663,07/28/2017
Cressida,butterscotch,14,Male,Thailand,1,3,7,7,1,1,651-6345916,09/18/2011
Lizzie,brown,14,Female,New Zealand,1,1,7,7,1,1,651-7852049,08/08/2014
Kona,grey,19,Male,UK,1,5,6,6,6,7,651-8513429,04/17/2007
Nick,grey and black,14,Female,Peru,5,2,5,5,2,3,651-7150998,05/10/2019
Cobwebb,black,6,Female,Germany,3,1,7,7,1,5,651-2675500,08/28/2018
Sandra,salt and pepper,1,Female,Australia,1,3,5,5,2,3,651-8930296,06/16/2020
Chips,tabby,3,Female,Canada,2,7,6,2,1,1,651-2804986,08/10/2020
Cumulus,brown,4,Male,China,2,4,7,4,3,5,651-1999190,05/11/2020
Me,striped,12,Male,Germany,2,6,6,7,2,4,651-2290631,04/26/2019
Shakespeare,butterscotch,19,Female,USA,2,6,6,6,2,2,651-8096329,09/13/2002
Bliss,white,4,Male,Germany,5,1,7,7,1,1,651-5365038,10/01/2020
Cerin,brown,3,Male,Australia,1,3,6,6,5,7,651-4991166,03/30/2019
Natasha,grey and black,6,Female,France,1,5,6,4,2,1,651-3856627,12/05/2016
Ashley,salt and pepper,4,Female,UK,3,2,5,6,2,3,651-5678248,07/24/2019
Adissechen,grey and brown,16,Female,Australia,5,3,4,6,1,6,651-8572776,07/15/2011
Bean,white,11,Male,Germany,2,2,5,6,2,4,651-7077273,09/08/2014
Dinky,grey and brown,4,Female,Thailand,1,6,4,5,1,2,651-3738107,02/24/2021
Winston,grey and brown,7,Male,New Zealand,2,5,5,3,6,1,651-6584831,07/06/2014
Zila,tabby,14,Male,UK,1,3,4,7,2,1,651-3265618,11/28/2014
Abracadabra,white,8,Male,Peru,1,5,7,7,2,1,651-3646480,02/05/2014
Desdemona,grey and brown,1,Female,USA,3,3,6,4,1,2,651-6035177,11/28/2020
Coral,grey and brown,11,Male,Thailand,4,3,7,7,2,7,651-3976005,03/14/2011
Mo,black,6,Female,Thailand,5,4,6,5,3,5,651-1606549,08/03/2018
Roscoe,orange,6,Female,Germany,2,1,6,7,5,4,651-3145144,04/23/2015
Odette,salt and pepper,15,Male,Germany,1,6,7,2,1,2,651-5421711,11/18/2012
Donovan,salt and pepper,18,Male,USA,1,3,6,7,1,1,651-5396226,06/06/2005
Earwin,orange,10,Female,UK,2,4,6,4,3,2,651-3368023,04/02/2019
Chops,striped,7,Male,Australia,2,1,6,7,4,6,651-3684103,01/11/2019
Ayn,salt and pepper,8,Female,Germany,1,5,4,5,1,1,651-3243201,01/30/2014
Weenie,peaches and cream,14,Female,Germany,1,1,2,5,1,1,651-8161419,01/23/2021
Cecilia,salt and pepper,15,Female,New Zealand,1,3,4,6,5,2,651-5852803,08/31/2012
Jordan,grey,12,Female,UK,6,4,4,5,5,4,651-5931276,02/03/2016
Candy,grey and brown,2,Female,UK,3,2,7,6,1,5,651-8901517,10/23/2019
Tess,tabby,3,Female,Spain,4,5,5,2,1,4,651-8559832,03/04/2020
Budweiser,striped,1,Female,Spain,3,5,5,4,2,3,651-4919588,07/05/2020
Spook,butterscotch,10,Female,New Zealand,5,5,5,3,3,3,651-1910955,04/27/2012
Diva,grey and brown,10,Male,Germany,5,2,5,7,5,5,651-1634456,05/12/2015
Toejam,tabby,15,Female,Thailand,1,1,5,5,1,2,651-6340662,08/28/2016
Persephone,black,14,Female,New Zealand,6,4,4,4,1,1,651-7369015,11/09/2017
Bast,peaches and cream,3,Female,Canada,1,3,6,4,1,2,651-4217148,10/22/2019
Waylon,striped,4,Male,Peru,5,3,3,5,1,5,651-8848329,06/07/2020
Mishka,tabby,2,Female,Peru,2,1,5,7,4,6,651-5690699,03/30/2020
Chi,butterscotch,11,Female,Thailand,2,2,5,6,1,3,651-2589191,05/01/2016
Kittin around,salt and pepper,7,Female,USA,7,3,3,6,2,6,651-8510081,09/13/2016
Cottontail,grey and brown,8,Female,Peru,3,2,7,6,2,3,651-1783168,07/13/2019
King Timahoe,tabby,5,Male,Australia,1,5,4,7,6,1,651-5569413,06/20/2016
Petropolis,salt and pepper,12,Male,New Zealand,6,1,6,7,1,7,651-8346798,09/05/2020
Bletchley,salt and pepper,12,Male,Australia,6,7,1,1,7,7,651-8954592,06/10/2017
Maxi,butterscotch,6,Male,Canada,3,2,5,6,2,3,651-6040717,03/14/2019
Rosemary,white,15,Male,Germany,1,5,6,5,1,2,651-4386381,05/28/2017
Ludwid,grey and brown,16,Female,New Zealand,2,1,5,6,2,2,651-6846164,06/16/2007
Jangles,grey and brown,5,Female,China,2,1,6,6,4,6,651-8420270,02/17/2017
Juno,grey and black,2,Male,Australia,5,3,5,5,3,5,651-2261371,10/01/2019
Crystal,grey and brown,11,Male,Germany,1,1,5,7,6,1,651-2832388,02/20/2016
Zoloft,white,9,Male,Spain,6,2,5,5,1,1,651-3925833,11/10/2016
Patch,grey and brown,8,Male,Australia,1,4,3,1,1,3,651-4343357,04/20/2013
Neon,orange,6,Female,Canada,3,7,6,2,5,5,651-3317000,08/27/2015
Tut,salt and pepper,2,Female,France,1,1,7,7,1,1,651-2487973,07/16/2020
Dijon,tabby,10,Male,Germany,2,3,5,6,1,5,651-6099376,12/16/2015
Dean,grey,4,Female,Germany,2,1,7,7,4,6,651-6968337,06/02/2017
Houdini Magic Man,grey and black,16,Female,China,3,3,6,6,4,5,651-3868784,07/17/2009
Casanova,striped,7,Male,Germany,2,6,4,2,5,5,651-5530581,10/22/2020
Laura,grey,12,Male,France,2,6,6,3,3,3,651-4036096,09/15/2016
Cebu,salt and pepper,5,Male,USA,1,5,6,6,4,3,651-5376819,07/16/2019
Brooklynn,black,20,Female,Germany,3,4,5,4,3,3,651-2489837,02/21/2021
Horace,butterscotch,2,Male,Spain,2,2,6,6,2,5,651-5926051,03/13/2020
Cerin,black,17,Male,China,2,2,6,7,5,4,651-3741697,03/27/2018
Shakes,brown,8,Female,Canada,1,1,4,6,5,7,651-4822439,01/04/2015
Hammerhead,grey and black,2,Male,Australia,1,1,7,7,2,1,651-5581775,05/24/2020
Briar,grey and black,7,Female,Thailand,4,7,6,5,4,4,651-7835392,08/30/2019
Mischa,black,5,Female,France,2,6,6,3,1,7,651-6439968,11/08/2016
Honey,brown,19,Female,Australia,1,7,7,7,1,1,651-8231055,08/18/2019
Lola,white,20,Male,Australia,2,1,6,7,2,2,651-8780228,08/12/2009
Beauty,grey,16,Male,Thailand,5,1,6,7,1,2,651-3081115,08/23/2010
Munky,peaches and cream,7,Male,UK,3,3,6,6,6,3,651-2712142,02/06/2021
Joan,salt and pepper,19,Male,UK,1,4,6,5,1,2,651-4007703,05/15/2016
Tara,salt and pepper,6,Male,Spain,3,3,7,6,1,3,651-8500688,04/16/2016
Astrophe,peaches and cream,4,Male,Thailand,4,4,5,5,4,3,651-7453684,11/29/2018
Seuss,peaches and cream,20,Male,Germany,1,1,5,7,3,5,651-3051151,08/25/2020
Korsakov,grey,2,Male,Thailand,2,3,6,6,1,3,651-3684252,10/18/2019
Abraham,salt and pepper,18,Female,New Zealand,1,1,7,7,1,6,651-4344940,07/06/2005
Bookie,butterscotch,9,Male,Australia,1,1,7,7,6,6,651-3863655,08/04/2016
Gidget,butterscotch,6,Female,New Zealand,1,2,7,7,1,1,651-3142386,10/09/2015
Heathcliff,salt and pepper,16,Female,Thailand,6,7,1,1,1,3,651-2157913,10/15/2016
Indra,white,9,Female,China,1,1,2,4,3,2,651-3863813,11/08/2017
Tycho Brahe,peaches and cream,8,Female,Peru,1,1,7,7,6,2,651-5215634,03/24/2021
Amazon,black,6,Female,Spain,1,2,6,7,5,2,651-7704221,03/17/2018
Gareth,salt and pepper,5,Female,Thailand,7,7,7,7,1,4,651-4108190,11/14/2020
Meeko,tabby,18,Female,France,2,6,6,3,2,2,651-7481171,06/15/2007
Coffee,white,2,Male,Thailand,4,2,6,6,3,5,651-8026794,11/29/2019
Woody,tabby,5,Male,Canada,2,2,7,6,3,1,651-6661914,05/07/2017
Marbles,tabby,7,Male,Canada,1,5,6,4,1,2,651-4989460,05/03/2017
Mustard,grey and brown,10,Female,France,2,7,6,2,1,4,651-5320963,10/31/2015
Athelstan,brown,11,Female,New Zealand,1,1,4,7,1,4,651-2736906,03/04/2021
FiFi,salt and pepper,7,Female,Spain,4,4,5,5,5,3,651-4852677,12/15/2014
Morpheus,black,2,Male,Spain,5,1,5,6,3,6,651-3691613,08/24/2019
Chi,black,6,Male,Spain,1,2,5,5,4,2,651-8026997,08/11/2018
Aloha,striped,3,Female,Australia,2,4,6,7,5,3,651-4723448,12/23/2020
Boz,grey and black,3,Female,New Zealand,5,1,7,7,6,6,651-6977919,01/01/2021
Pascoe,grey and black,6,Male,Peru,1,7,5,3,4,1,651-8939518,03/08/2019
Dough Boy,tabby,4,Female,Thailand,2,2,5,7,2,2,651-8393931,05/07/2020
Brett,orange,2,Male,Australia,5,4,6,5,7,6,651-8275613,06/11/2019
Empress,white,2,Female,Germany,2,2,6,7,3,5,651-6100671,09/10/2019
Scoop,salt and pepper,6,Female,China,1,1,6,6,1,1,651-8164424,10/03/2017
Heshel,grey,2,Male,Thailand,1,4,5,4,2,2,651-6232058,05/03/2019
Nickle,brown,19,Female,USA,1,3,5,5,1,2,651-2674168,04/28/2015
Nutkin,grey and brown,9,Female,Spain,1,1,5,7,4,1,651-4159492,10/12/2015
Oriel,peaches and cream,2,Female,Australia,7,3,5,6,1,4,651-7926461,02/06/2021
Alaric,butterscotch,4,Male,New Zealand,1,3,5,5,2,5,651-3979103,04/25/2020
Just Kittin,grey and brown,4,Male,Spain,5,1,6,6,2,2,651-6514756,08/11/2017
Lemonade,black,7,Female,Germany,1,3,5,6,1,1,651-2157319,12/05/2014
Tom,tabby,2,Male,UK,7,7,2,5,1,5,651-2218285,11/13/2020
Kepler,tabby,8,Male,Thailand,7,5,1,5,7,7,651-7358091,04/04/2021
Cobber,black,12,Male,China,1,4,5,4,4,6,651-1572493,01/11/2012
Sizzles,peaches and cream,3,Female,UK,4,5,6,5,5,3,651-1815436,02/06/2020
Clawsome,white,6,Male,Spain,3,5,5,4,5,5,651-5486031,07/01/2020
Boodles,salt and pepper,5,Female,France,2,5,6,5,1,3,651-8268503,07/25/2018
Crusoe,black,10,Male,USA,1,7,7,7,4,7,651-5822442,03/20/2016
Fairway,grey,7,Female,France,1,6,6,6,1,1,651-8400817,05/20/2020
Snickerdoodle,grey,13,Female,France,2,1,7,7,6,1,651-7222081,08/11/2017
Nibble,tabby,4,Male,Spain,2,3,5,5,1,2,651-4555183,01/27/2021
Balzac,grey,10,Female,China,4,5,5,1,4,4,651-7675502,04/17/2013
Elvira,orange,3,Female,Germany,3,6,4,5,2,3,651-4150636,03/17/2021
Tina,peaches and cream,8,Female,Canada,2,1,7,7,1,7,651-8365723,02/21/2014
Aurora,tabby,2,Male,UK,1,5,6,5,6,2,651-2212246,12/09/2020
Jammer Bammer,grey and black,14,Female,Spain,2,4,6,5,1,2,651-5149048,01/13/2017
Icabod,tabby,4,Male,Thailand,7,7,7,4,7,1,651-5284890,08/26/2019
Raggady Ann,butterscotch,1,Male,USA,7,7,6,5,1,2,651-5107458,03/06/2021
Virgil,white,3,Male,USA,4,3,4,6,3,3,651-6443357,04/28/2019
Flash,orange,7,Female,USA,5,3,6,5,5,1,651-7952493,07/10/2017
Misty BLu,orange,2,Female,China,3,5,5,5,2,5,651-1983649,08/06/2019
Herbal,tabby,10,Male,Spain,2,5,5,5,3,3,651-3576487,01/16/2015
Isolda,butterscotch,19,Male,France,3,4,5,6,4,6,651-2777351,01/21/2003
Anchovy,grey and black,10,Female,USA,4,3,7,6,5,4,651-5288887,10/08/2017
Treasure,grey and brown,7,Female,New Zealand,2,2,6,7,3,3,651-8169738,09/08/2018
Jada,grey,12,Male,Peru,1,1,7,7,6,2,651-8846135,09/09/2014
Melanie,black,15,Female,USA,1,1,7,7,5,4,651-4262925,08/10/2008
Curly,brown,3,Female,Thailand,2,2,6,7,5,4,651-8566413,07/20/2018
Rapunzel,black,21,Female,Thailand,5,3,5,6,1,3,651-8645822,11/23/2002
Challis,salt and pepper,13,Female,Canada,6,3,6,6,1,4,651-6899927,05/24/2018
Fenster,grey and brown,10,Female,Germany,2,5,5,3,2,2,651-2318030,12/28/2019
Dr. Spock,peaches and cream,5,Male,Australia,2,1,6,7,2,7,651-5598503,07/08/2019
Geordi,tabby,10,Female,Spain,2,2,6,6,2,2,651-8719976,11/05/2012
Bayou,peaches and cream,8,Female,USA,1,1,5,6,1,3,651-6047871,09/19/2018
Ginseng,striped,5,Female,Canada,4,5,5,5,5,3,651-6389074,07/10/2016
Clint,black,4,Female,Germany,3,2,6,6,3,4,651-8607260,07/01/2018
Moustache,brown,18,Female,Thailand,3,3,4,5,2,3,651-7578396,11/04/2013
David Meowie,orange,11,Male,Canada,2,7,7,7,1,2,651-2124966,10/10/2011
Sade,peaches and cream,13,Female,France,1,5,6,5,1,1,651-3109659,05/10/2010
Daisy,black,12,Female,China,1,6,5,2,1,2,651-7253655,07/21/2012
Collins,black,8,Male,New Zealand,2,1,6,5,1,6,651-6852550,07/27/2020
Conway,white,9,Male,Peru,1,1,5,7,2,3,651-6017046,03/15/2013
Isabellick,grey and brown,19,Male,Australia,1,1,6,6,1,5,651-1640902,09/17/2014
Atticus,white,9,Female,China,2,5,2,3,5,5,651-1639584,07/31/2014
Mishka,brown,4,Female,UK,1,1,7,7,4,1,651-3499945,07/10/2019
Macho,orange,7,Female,USA,2,1,5,6,4,1,651-8691599,06/12/2019
Bodacious,salt and pepper,8,Female,Australia,1,5,1,6,7,1,651-5403730,11/26/2019
Grover,butterscotch,15,Female,Peru,3,4,4,4,2,5,651-5357705,12/08/2018
Sir Sheds-A-Lot,peaches and cream,10,Female,Australia,4,5,6,2,2,4,651-8330153,08/29/2015
Abukar,striped,3,Male,China,1,3,6,7,2,2,651-8858448,06/08/2020
Clifford,grey,9,Female,Peru,1,4,5,5,2,7,651-7441794,10/27/2020
DC,tabby,15,Female,Peru,1,7,7,3,6,5,651-7769683,06/23/2012
Crumpet,butterscotch,7,Female,New Zealand,3,5,5,5,2,5,651-1637653,03/03/2019
Avalon,peaches and cream,8,Male,Canada,2,2,2,7,3,4,651-1747486,07/06/2016
Sissy,white,2,Male,Peru,3,2,6,7,3,4,651-3028989,06/25/2019
Oreo,salt and pepper,3,Male,China,1,3,3,6,1,5,651-7917039,01/27/2021
Rumba,orange,14,Male,Australia,2,2,6,6,1,1,651-3861084,03/20/2013
Clementine,brown,7,Female,China,2,6,3,3,4,5,651-6890062,05/18/2015
Galileo,grey and brown,11,Male,UK,1,2,5,6,1,7,651-4949483,01/18/2011
General Sherman,brown,20,Male,Australia,1,6,6,5,2,5,651-7956191,03/04/2003
Warren,peaches and cream,2,Male,Spain,1,6,5,2,1,2,651-3246344,08/22/2020
Isolda,grey and black,15,Male,New Zealand,1,7,1,4,1,7,651-8929708,01/05/2019
Raisin,black,6,Female,UK,5,6,5,1,1,3,651-5992670,02/08/2018
Chubbs,salt and pepper,5,Male,New Zealand,2,7,5,1,3,6,651-5149467,01/08/2019
FiFi,striped,3,Female,Canada,7,3,5,3,5,5,651-3980755,07/02/2019
Abyaz,peaches and cream,8,Female,New Zealand,2,4,7,4,1,1,651-3602174,12/03/2016
Bundy,grey,6,Male,Australia,6,6,7,6,5,7,651-2812092,05/12/2016
Muzby,butterscotch,9,Female,Germany,2,3,5,5,1,6,651-5818163,07/07/2018
Chilli,tabby,8,Male,Canada,7,7,3,4,1,7,651-5385219,10/26/2018
Spike,tabby,13,Male,China,1,2,7,5,1,3,651-6197105,08/22/2013
Toya,butterscotch,19,Female,Thailand,1,6,6,6,1,2,651-3494872,04/29/2008
Zipper,striped,4,Female,USA,1,1,7,6,1,5,651-7846183,08/05/2019
Elvis Catsley,striped,13,Male,USA,2,2,5,7,2,2,651-5231540,12/29/2009
Boneprone,orange,4,Female,New Zealand,4,7,4,1,5,5,651-3031382,06/10/2017
Jethro,black,6,Female,Peru,5,2,3,5,2,3,651-3806777,02/07/2018
Chicken,tabby,6,Female,Canada,6,1,5,2,7,7,651-1896039,12/06/2016
Chelsea,butterscotch,2,Female,Spain,5,5,5,5,2,5,651-1608393,04/28/2019
Cactus,peaches and cream,5,Male,Thailand,1,2,6,7,6,3,651-3857770,06/08/2017
Albert,brown,7,Female,USA,1,1,6,7,6,5,651-8048321,11/26/2016
Nickle,brown,5,Male,France,2,6,1,5,2,4,651-4627367,04/17/2018
Othello,tabby,7,Male,USA,4,2,6,6,5,6,651-5587724,12/11/2015
Bibi,grey and black,13,Female,China,4,5,6,3,2,3,651-4460690,01/29/2010
Huggie,butterscotch,15,Female,Thailand,3,5,6,2,1,1,651-6154315,04/07/2010
Domesticat,grey and black,6,Female,Spain,2,3,6,5,3,3,651-3559432,11/18/2015
Calypso,grey and black,17,Male,Germany,1,5,5,5,2,5,651-4850105,03/25/2014
Sparkle,peaches and cream,9,Male,Thailand,2,6,5,7,3,4,651-5570403,08/07/2020
Mab,black,19,Male,New Zealand,1,5,5,3,5,3,651-2180419,10/29/2020
Shiitake,white,16,Female,Canada,5,7,6,2,1,3,651-5620760,11/29/2020
Flash,tabby,8,Female,Spain,1,1,7,7,1,1,651-2727198,04/08/2017
Madam X,striped,3,Female,UK,2,1,6,7,5,6,651-4130491,12/05/2018
Tweedledum,peaches and cream,6,Male,New Zealand,1,6,3,5,2,6,651-4586798,03/31/2017
Harry,striped,6,Female,Canada,1,2,6,4,1,1,651-3664345,10/15/2017
Big Boy,white,19,Male,New Zealand,2,3,6,3,1,4,651-2837057,07/05/2008
Boodles,grey and brown,8,Male,Spain,2,2,5,5,2,4,651-8162415,10/09/2017
Grumble,striped,2,Male,Germany,6,4,7,6,2,6,651-1557545,02/12/2021
Cherry Tree,striped,10,Female,Australia,1,5,7,7,1,2,651-8496616,05/28/2019
Caviar,brown,9,Female,Peru,1,1,7,6,2,6,651-4081883,12/11/2015
Meowser,striped,9,Female,Australia,7,7,5,4,1,2,651-5625078,11/09/2018
Mijbil,grey and black,1,Female,China,3,2,6,5,2,7,651-7365880,11/10/2020
Freckles,salt and pepper,17,Female,UK,2,6,6,5,2,5,651-7852096,11/25/2009
Percy,tabby,4,Male,USA,3,6,7,1,1,7,651-3293152,02/04/2020
Kosta Lot,grey,10,Male,UK,2,6,7,4,2,7,651-1610171,02/27/2016
Cocoa,butterscotch,19,Male,Peru,3,2,5,6,2,5,651-6301744,05/25/2016
CC,grey,14,Male,Thailand,3,1,5,6,1,6,651-6284442,04/12/2020
Dizzy,butterscotch,15,Male,Germany,3,7,7,1,1,1,651-3558890,02/10/2015
Mungo,brown,10,Female,Australia,1,7,6,5,1,2,651-5572896,11/03/2018
Tiki,striped,10,Female,France,1,5,6,5,2,4,651-2511400,10/14/2015
Tazz,grey,2,Female,Peru,5,6,7,3,1,1,651-7198739,09/21/2020
Chatterbox,peaches and cream,4,Female,Spain,5,1,5,7,1,1,651-8523537,01/14/2020
Shawnee,tabby,20,Male,UK,4,2,5,6,2,4,651-1785889,09/15/2015
Pins,peaches and cream,13,Female,Spain,1,5,7,7,3,3,651-7949690,01/21/2014
Stretch,salt and pepper,10,Male,UK,1,1,7,7,1,3,651-4600220,08/04/2019
Majesty,striped,4,Male,UK,2,1,5,7,2,5,651-6459178,09/11/2020
Percy,grey,5,Male,Australia,4,1,6,7,5,5,651-3054930,01/16/2019
Catpernicus,grey and black,6,Female,USA,1,5,7,3,2,3,651-6571451,01/22/2020
Your Highness,tabby,13,Female,New Zealand,2,2,5,5,1,1,651-5090705,06/21/2011
Zowie,brown,17,Female,UK,6,5,5,2,2,6,651-8677682,08/12/2008
Pandu,striped,5,Female,Germany,5,2,5,5,6,5,651-6327002,06/24/2016
Aurora,white,11,Male,France,1,1,7,7,5,3,651-4334419,08/03/2013
Acapulco,grey and black,21,Female,France,5,5,5,5,2,1,651-6390959,08/04/2018
CJ,tabby,16,Male,China,1,1,6,7,6,1,651-3773365,09/06/2007
Amira,black,6,Male,Australia,1,7,7,1,6,2,651-8383509,05/08/2018
Harley,salt and pepper,2,Female,UK,4,2,6,7,1,3,651-4876886,02/20/2020
Debbie,tabby,1,Male,Spain,2,1,6,6,1,2,651-7201205,01/04/2021
Bashful,peaches and cream,9,Female,Germany,6,2,5,6,2,7,651-8707026,06/15/2019
Zenda,salt and pepper,1,Female,Spain,1,2,6,7,5,7,651-8586660,10/30/2020
Moby,orange,7,Female,UK,4,4,5,5,2,4,651-7771977,01/19/2020
Bruiser,striped,5,Female,France,1,4,5,3,3,6,651-3924958,08/28/2018
Isaac,butterscotch,5,Female,Australia,1,1,7,7,1,1,651-5678053,01/28/2020
Achal,striped,3,Male,Germany,2,1,4,1,2,6,651-7277387,09/07/2020
Liam,orange,13,Male,Peru,1,2,2,6,1,3,651-8499161,05/17/2019
Castro,grey and brown,10,Female,USA,2,1,7,7,1,4,651-1991755,04/05/2013
Legs,salt and pepper,18,Female,USA,1,4,7,5,1,1,651-4331388,03/22/2004
Ambika,grey and brown,4,Female,New Zealand,2,2,7,7,2,2,651-2240921,09/25/2020
Ashley,brown,8,Female,New Zealand,1,7,7,1,6,1,651-5360090,09/25/2020
Nibbles,grey and brown,12,Male,France,1,5,7,7,1,3,651-5764074,08/26/2020
Ziggles,peaches and cream,18,Male,Canada,5,5,5,5,4,2,651-5832409,10/29/2011
Dizzy,butterscotch,1,Male,Thailand,1,1,6,5,5,5,651-3899281,05/31/2020
Zabar,grey and black,13,Female,Thailand,2,7,7,3,7,2,651-1528588,04/03/2016
Cheerio,brown,10,Male,Canada,4,6,6,2,4,1,651-4817495,12/08/2014
Abigail,black,7,Female,Spain,1,1,7,5,4,2,651-7990132,01/12/2021
Emma,butterscotch,11,Female,USA,3,6,5,2,5,5,651-5594541,12/09/2018
Pandora,grey and black,4,Female,Peru,1,1,5,7,5,3,651-2204098,01/18/2018
Cassidy,grey,2,Female,Germany,1,1,5,6,1,6,651-2724196,02/05/2021
Stinkerbell,brown,1,Female,Thailand,1,6,7,7,1,7,651-4184929,10/04/2020
Jangles,orange,2,Female,Thailand,2,2,5,7,2,3,651-4344238,04/19/2020
Nuts,brown,3,Male,Australia,1,5,3,5,1,4,651-5910580,12/12/2019
Clawdia,black,6,Male,France,1,4,6,6,1,3,651-6248430,01/18/2018
Ambrose,striped,14,Male,France,1,1,7,7,2,2,651-3766178,11/17/2019
Crumpet,peaches and cream,6,Male,Peru,3,6,7,2,2,5,651-6440685,02/20/2021
Alba,grey and brown,4,Female,USA,3,3,5,5,2,2,651-3856659,07/30/2018
Darcy,striped,5,Female,Peru,2,3,7,6,2,1,651-8426885,04/27/2020
Blossom,grey and black,3,Female,Peru,1,7,5,1,2,4,651-2688033,08/13/2019
Godzilla,salt and pepper,6,Male,China,1,7,7,1,1,7,651-8995530,02/01/2018
Indi,black,17,,Spain,5,1,7,7,1,1,651-1831374,02/18/2008
Chloe,white,8,Female,USA,3,4,5,4,6,3,651-8788698,10/19/2017
Constantine,black,13,Male,USA,1,5,7,5,1,1,651-4839892,05/26/2017
Jean-Paul,peaches and cream,16,Female,Peru,7,5,5,5,2,2,651-2456335,02/19/2021
Ovidius,grey,6,Female,Australia,2,3,5,5,3,3,651-4926491,07/19/2015
Barley,white,1,Male,France,1,6,5,5,4,3,651-4465353,07/17/2020
Casanova,grey and brown,9,Male,Canada,1,1,7,7,4,2,651-6913706,05/17/2018
Dobby,peaches and cream,9,Male,Spain,4,2,7,6,6,3,651-4485454,08/22/2020
Angelicat,butterscotch,12,Male,Canada,2,2,4,6,3,6,651-6656019,05/12/2019
Baccardi,grey and black,20,Female,Peru,3,3,6,6,3,4,651-8500638,02/28/2021
Granita,striped,5,Female,New Zealand,5,7,5,5,4,3,651-2518678,10/13/2019
Alaric,striped,9,Female,Germany,4,3,5,5,2,7,651-3044438,02/01/2014
Nacho,peaches and cream,17,Female,Australia,2,5,6,2,1,1,651-1863355,12/25/2017
Lachlan,striped,6,Male,Germany,2,1,5,5,5,2,651-8637317,06/15/2016
Tango,grey and brown,16,Female,China,2,2,5,6,2,2,651-7476578,09/19/2007
Acorn,brown,19,Female,Thailand,2,6,3,3,2,2,651-1525253,06/28/2013
Strudel,grey and black,7,,New Zealand,1,1,7,7,1,1,651-2605186,09/15/2015
Bangkok,grey,17,Female,Canada,1,3,6,6,1,5,651-6814346,05/10/2011
Crystal,salt and pepper,6,Male,France,1,2,6,5,3,5,651-7690119,11/10/2018
Griphook,salt and pepper,18,Female,France,1,5,6,4,1,1,651-6319567,04/13/2013
Detroit,butterscotch,3,Female,Spain,1,6,3,1,1,2,651-7396263,06/05/2019
Eartha,brown,3,Male,New Zealand,5,5,5,5,1,3,651-1889419,10/29/2018
Bartholomew,brown,5,Female,France,1,1,7,7,1,1,651-1659572,04/08/2020
Ivy- Boo boo,grey,9,Male,France,3,3,5,5,3,5,651-4758443,01/05/2021
Edur,peaches and cream,8,Female,UK,1,1,6,5,1,5,651-7161352,01/10/2021
Lucky,white,17,Male,USA,6,5,4,6,6,6,651-5377679,03/08/2007
Irene,salt and pepper,5,Female,Spain,1,1,7,2,1,1,651-5994218,11/05/2017
Won Ton,grey and brown,17,Male,France,2,2,5,7,1,4,651-4653926,12/01/2004
Catillac,white,3,Female,UK,1,2,6,6,1,1,651-3654085,09/11/2019
Comrade,grey and black,2,Male,New Zealand,6,1,5,7,1,5,651-4714383,01/08/2020
Diamond,grey and brown,20,Male,UK,5,7,2,5,4,2,651-1813616,09/22/2015
Macduff,grey and brown,18,Male,Australia,3,2,5,6,1,5,651-2069100,07/17/2020
Molly,butterscotch,17,Male,UK,5,5,5,4,3,3,651-6592088,04/16/2012
Karen,grey and black,11,Female,USA,2,2,2,6,2,2,651-6039753,04/22/2011
Cromwell,grey and black,21,Female,France,1,5,2,5,6,5,651-5618079,10/05/2017
Bundy,orange,12,Unsure,Germany,1,5,5,5,2,1,651-2199189,10/27/2015
Zu-Zu,grey and black,16,Female,USA,4,2,7,7,5,5,651-8179133,08/10/2018
Sinbad,grey and brown,5,Male,UK,2,1,7,7,5,1,651-1954761,03/20/2020
